register_date,accept_date,cancel_date,active,activity_sector,uf,life_days,register_year,cancel_year
2009-12-29,2008-10-28,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,3236,2009,INEXISTENTE
1984-05-16,INEXISTENTE,2010-01-04,0,ALIMENTOS,BA,9358,1984,2010
2008-08-07,2007-12-29,2017-09-22,0,Emp. Adm. Part. - Sem Setor Principal,SP,3330,2008,2017
1981-02-24,INEXISTENTE,1992-03-24,0,Petroquímicos e Borracha,SP,4045,1981,1992
1977-07-20,INEXISTENTE,1989-11-29,0,EMBALAGENS,SP,4509,1977,1989
1996-03-14,1949-01-01,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,PR,8266,1996,INEXISTENTE
1970-05-20,1955-12-28,INEXISTENTE,1,METALURGIA E SIDERURGIA,SP,17690,1970,INEXISTENTE
2013-04-25,2012-12-20,INEXISTENTE,1,Emp. Adm. Part. - Seguradoras e Corretoras,DF,2020,2013,INEXISTENTE
1991-10-30,1987-07-17,2006-09-11,0,ARRENDAMENTO MERCANTIL,DF,5426,1991,2006
1981-01-30,INEXISTENTE,2006-07-18,0,Emp. Adm. Part. - Sem Setor Principal,GO,9293,1981,2006
1995-02-21,INEXISTENTE,2006-07-18,0,ARRENDAMENTO MERCANTIL,GO,4162,1995,2006
1995-04-27,INEXISTENTE,1999-07-01,0,ARRENDAMENTO MERCANTIL,SP,1524,1995,1999
1969-12-02,INEXISTENTE,1991-01-30,0,BANCOS,SP,7728,1969,1991
1977-07-20,INEXISTENTE,1988-11-10,0,BANCOS,PR,4125,1977,1988
1977-07-20,INEXISTENTE,1992-11-26,0,BANCOS,SP,5601,1977,1992
1977-07-20,INEXISTENTE,1992-09-22,0,BANCOS,RJ,5537,1977,1992
1977-07-20,INEXISTENTE,1996-07-10,0,BANCOS,SP,6925,1977,1996
1977-07-20,INEXISTENTE,1989-05-19,0,BANCOS,SP,4319,1977,1989
1976-05-21,INEXISTENTE,1989-01-10,0,BANCOS,RS,4614,1976,1989
1977-07-20,INEXISTENTE,1991-06-18,0,BANCOS,RJ,5078,1977,1991
1977-07-20,INEXISTENTE,1984-12-28,0,BANCOS,SP,2713,1977,1984
1973-02-20,INEXISTENTE,1985-06-10,0,BANCOS,RS,4490,1973,1985
2000-02-16,1992-04-07,2004-06-18,0,TELECOMUNICAÇÕES,SP,1582,2000,2004
1977-07-20,INEXISTENTE,1999-02-08,0,BANCOS,RS,7868,1977,1999
1997-04-23,1997-04-23,2017-05-26,0,Emp. Adm. Part. - Crédito Imobiliário,RJ,7333,1997,2017
2011-12-12,2011-06-15,2018-09-25,0,Emp. Adm. Part. - Sem Setor Principal,SP,2478,2011,2018
1989-05-19,INEXISTENTE,2006-03-21,0,ALIMENTOS,RJ,6147,1989,2006
2007-04-17,1990-09-21,2016-02-16,0,COMUNICAÇÃO E INFORMÁTICA,PR,3224,2007,2016
1971-08-17,INEXISTENTE,1999-03-30,0,Petroquímicos e Borracha,SP,10083,1971,1999
2008-07-31,2007-12-29,2014-08-11,0,Emp. Adm. Part. - Sem Setor Principal,SP,2200,2008,2014
1995-09-19,1994-06-11,2010-04-13,0,ARRENDAMENTO MERCANTIL,SC,5319,1995,2010
1980-12-23,1967-12-23,2007-11-13,0,COMÉRCIO (ATACADO E VAREJO),SP,9815,1980,2007
2005-05-11,2004-09-15,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4924,2005,INEXISTENTE
1998-11-06,1998-08-27,INEXISTENTE,1,Emp. Adm. Part. - Crédito Imobiliário,RJ,7304,1998,INEXISTENTE
1977-07-20,INEXISTENTE,2006-11-22,0,"Construção Civil, Mat. Constr. e Decoração",SP,10707,1977,2006
1983-02-21,INEXISTENTE,1991-02-08,0,ARRENDAMENTO MERCANTIL,SP,2907,1983,1991
1992-12-01,1972-07-28,2012-05-24,0,ARRENDAMENTO MERCANTIL,SP,7113,1992,2012
1977-07-20,INEXISTENTE,1990-07-16,0,BANCOS,RJ,4741,1977,1990
2004-01-06,2001-12-30,2011-10-26,0,Emp. Adm. Part. - Sem Setor Principal,SP,2845,2004,2011
2007-07-12,2007-03-14,2015-07-13,0,Emp. Adm. Part. - Hospedagem e Turismo,RJ,2921,2007,2015
2005-04-18,2004-10-01,2018-05-30,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4787,2005,2018
2013-01-16,2011-03-18,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,2119,2013,INEXISTENTE
1971-12-01,1948-05-25,INEXISTENTE,1,BRINQUEDOS E LAZER,SP,17134,1971,INEXISTENTE
1974-12-19,INEXISTENTE,2002-11-27,0,Farmacêutico e Higiene,MG,10198,1974,2002
2002-08-19,2001-09-19,INEXISTENTE,1,Farmacêutico e Higiene,MG,5921,2002,INEXISTENTE
2012-07-12,1982-09-01,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,2308,2012,INEXISTENTE
1982-08-23,INEXISTENTE,1989-11-03,0,"Construção Civil, Mat. Constr. e Decoração",SP,2625,1982,1989
2017-12-14,2011-04-06,INEXISTENTE,1,ALIMENTOS,SP,331,2017,INEXISTENTE
1998-09-15,1991-07-01,2008-02-01,0,HOSPEDAGEM E TURISMO,SP,3426,1998,2008
1995-12-13,INEXISTENTE,1998-04-02,0,ARRENDAMENTO MERCANTIL,SP,844,1995,1998
1980-12-05,1971-05-17,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,13845,1980,INEXISTENTE
1977-07-20,1929-01-01,2001-08-27,0,BANCOS,SP,8797,1977,2001
1998-01-13,1982-01-10,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,DF,7597,1998,INEXISTENTE
1983-12-23,INEXISTENTE,1989-10-16,0,ARRENDAMENTO MERCANTIL,SP,2123,1983,1989
1995-12-11,1975-01-01,2003-11-12,0,ARRENDAMENTO MERCANTIL,SP,2891,1995,2003
1977-07-20,INEXISTENTE,1990-06-22,0,BANCOS,RJ,4717,1977,1990
1971-06-24,INEXISTENTE,1999-03-22,0,TEXTIL E VESTUÁRIO,MG,10128,1971,1999
2010-05-27,2009-04-23,2015-06-18,0,Emp. Adm. Part. - Sem Setor Principal,RJ,1846,2010,2015
2007-11-28,1985-07-01,2008-05-08,0,Bolsas de Valores/Mercadorias e Futuros,SP,165,2007,2008
1996-01-12,1995-10-25,2011-08-18,0,Emp. Adm. Part. - Sem Setor Principal,SP,5691,1996,2011
1984-09-26,1948-01-14,INEXISTENTE,1,Farmacêutico e Higiene,SP,12454,1984,INEXISTENTE
1994-06-22,1994-02-22,2006-02-17,0,Emp. Adm. Part. - Comércio (Atacado e Varejo),BA,4255,1994,2006
1995-12-13,1935-01-01,2002-02-06,0,COMÉRCIO (ATACADO E VAREJO),PE,2248,1995,2002
1996-07-12,INEXISTENTE,1999-04-09,0,SERVICOS DIVERSOS,PE,1002,1996,1999
1997-11-03,1997-08-29,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,RJ,7672,1997,INEXISTENTE
1977-07-20,INEXISTENTE,1992-03-11,0,"Construção Civil, Mat. Constr. e Decoração",SC,5346,1977,1992
1982-12-20,INEXISTENTE,1991-09-05,0,"Construção Civil, Mat. Constr. e Decoração",SP,3180,1982,1991
1970-02-26,INEXISTENTE,1992-10-01,0,Petroquímicos e Borracha,RS,8245,1970,1992
1980-12-03,INEXISTENTE,1987-01-21,0,ALIMENTOS,RS,2243,1980,1987
1977-07-20,INEXISTENTE,1999-05-07,0,COMÉRCIO (ATACADO E VAREJO),SP,7957,1977,1999
1981-05-20,INEXISTENTE,1999-03-10,0,"Máquinas, Equipamentos, Veículos e Peças",SP,6500,1981,1999
1994-10-17,INEXISTENTE,1999-09-21,0,EMP. ADM. PARTICIPAÇÕES,SP,1799,1994,1999
1997-03-10,INEXISTENTE,1998-03-17,0,COMÉRCIO EXTERIOR,SP,372,1997,1998
1982-06-02,1965-06-03,2012-07-09,0,TEXTIL E VESTUÁRIO,SP,10987,1982,2012
2007-10-23,2007-01-31,2008-08-29,0,Bolsas de Valores/Mercadorias e Futuros,SP,311,2007,2008
2013-03-22,2012-04-02,2015-09-15,0,Emp. Adm. Part. - Sem Setor Principal,SP,903,2013,2015
2015-09-30,2009-07-13,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",GO,1135,2015,INEXISTENTE
2010-10-28,2010-03-10,INEXISTENTE,1,Emp. Adm. Part. - Seguradoras e Corretoras,SP,2932,2010,INEXISTENTE
2006-01-04,2004-05-26,INEXISTENTE,1,Emp. Adm. Part. - Comércio (Atacado e Varejo),RJ,4686,2006,INEXISTENTE
2006-01-04,2004-05-26,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,4686,2006,INEXISTENTE
2013-09-20,2011-08-16,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,1875,2013,INEXISTENTE
1977-07-20,1970-01-01,2004-09-01,0,ARRENDAMENTO MERCANTIL,SP,9896,1977,2004
1985-06-12,INEXISTENTE,1989-09-15,0,ARRENDAMENTO MERCANTIL,SP,1553,1985,1989
1998-04-06,1981-11-05,2001-06-18,0,ARRENDAMENTO MERCANTIL,SP,1167,1998,2001
2004-11-24,2002-01-01,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,5096,2004,INEXISTENTE
1981-06-24,INEXISTENTE,1989-07-04,0,ARRENDAMENTO MERCANTIL,SP,2930,1981,1989
1990-11-27,1973-11-09,2003-02-28,0,ARRENDAMENTO MERCANTIL,SP,4476,1990,2003
1971-04-05,INEXISTENTE,1988-06-15,0,HOSPEDAGEM E TURISMO,SP,6275,1971,1988
2000-08-07,2000-03-30,INEXISTENTE,1,Emp. Adm. Part. - Extração Mineral,SP,6663,2000,INEXISTENTE
1999-03-02,1967-08-11,2006-02-07,0,Emp. Adm. Part. - Intermediação Financeira,SP,2530,1999,2006
1994-07-07,INEXISTENTE,2005-12-20,0,COMÉRCIO (ATACADO E VAREJO),RJ,4178,1994,2005
1977-07-20,INEXISTENTE,1995-03-07,0,METALURGIA E SIDERURGIA,MG,6437,1977,1995
1956-03-14,INEXISTENTE,2000-09-19,0,EMBALAGENS,SP,16245,1956,2000
1999-01-22,1997-07-01,2003-07-10,0,"Construção Civil, Mat. Constr. e Decoração",RJ,1628,1999,2003
2006-06-09,1993-12-01,2009-03-30,0,"Máquinas, Equipamentos, Veículos e Peças",AM,1026,2006,2009
1974-08-08,INEXISTENTE,2010-01-04,0,HOSPEDAGEM E TURISMO,PA,12926,1974,2010
1991-10-24,INEXISTENTE,1995-05-25,0,"Construção Civil, Mat. Constr. e Decoração",RJ,1311,1991,1995
2007-10-26,2007-01-16,INEXISTENTE,1,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",RJ,4029,2007,INEXISTENTE
1973-02-28,INEXISTENTE,1998-12-30,0,HOSPEDAGEM E TURISMO,SP,9427,1973,1998
1998-06-12,1998-06-02,2008-07-17,0,Serviços Transporte e Logística,SP,3685,1998,2008
1987-01-09,INEXISTENTE,2005-03-22,0,ALIMENTOS,CE,6643,1987,2005
1977-07-20,INEXISTENTE,2005-12-20,0,ALIMENTOS,MA,10370,1977,2005
2011-06-22,2009-12-07,INEXISTENTE,1,Farmacêutico e Higiene,SP,2693,2011,INEXISTENTE
2010-11-09,2010-08-18,2018-04-30,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,2731,2010,2018
2017-12-12,2011-04-06,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SC,333,2017,INEXISTENTE
1998-08-19,1998-05-22,2009-09-30,0,Emp. Adm. Part. - Telecomunicações,RJ,4056,1998,2009
2012-01-30,2011-05-03,2012-09-03,0,Emp. Adm. Part. - Hospedagem e Turismo,SP,213,2012,2012
2006-04-25,2005-09-23,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,4575,2006,INEXISTENTE
2004-04-15,2003-01-01,2006-09-30,0,ENERGIA ELÉTRICA,SP,895,2004,2006
2016-06-23,2007-02-16,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,SP,867,2016,INEXISTENTE
1983-02-22,INEXISTENTE,1995-12-15,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4673,1983,1995
1979-12-12,INEXISTENTE,2001-06-01,0,EXTRAÇÃO MINERAL,SP,7839,1979,2001
1971-08-28,INEXISTENTE,1993-03-01,0,TEXTIL E VESTUÁRIO,AM,7853,1971,1993
1971-08-06,INEXISTENTE,1993-09-15,0,"Construção Civil, Mat. Constr. e Decoração",SP,8069,1971,1993
1978-12-18,1974-06-18,INEXISTENTE,1,Petroquímicos e Borracha,BA,14562,1978,INEXISTENTE
1969-07-29,INEXISTENTE,1990-12-28,0,EMP. ADM. PARTICIPAÇÕES,SP,7814,1969,1990
1969-08-08,1945-07-25,2016-12-22,0,"Máquinas, Equipamentos, Veículos e Peças",SP,17289,1969,2016
2003-05-14,1997-06-15,2005-07-21,0,HOSPEDAGEM E TURISMO,CE,797,2003,2005
2005-03-21,2003-01-01,2008-10-31,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,1315,2005,2008
2009-12-11,2009-04-30,2016-08-30,0,Emp. Adm. Part. - Comércio (Atacado e Varejo),SP,2454,2009,2016
2005-05-02,2004-09-14,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4933,2005,INEXISTENTE
1998-11-10,1998-08-25,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,7300,1998,INEXISTENTE
2000-09-04,2000-04-10,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,6636,2000,INEXISTENTE
1972-07-20,INEXISTENTE,1987-05-08,0,BANCOS,RJ,5403,1972,1987
1993-09-24,1964-12-10,INEXISTENTE,1,BANCOS,DF,9171,1993,INEXISTENTE
2007-04-20,2007-01-02,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4215,2007,INEXISTENTE
1997-06-24,1945-11-23,INEXISTENTE,1,Emp. Adm. Part. - Alimentos,SC,7801,1997,INEXISTENTE
1989-08-15,INEXISTENTE,1993-09-10,0,COMÉRCIO (ATACADO E VAREJO),SP,1485,1989,1993
1966-02-10,INEXISTENTE,2005-12-20,0,BRINQUEDOS E LAZER,SP,14545,1966,2005
2006-09-11,1978-01-01,2016-08-24,0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",RJ,3633,2006,2016
2001-09-03,1988-01-01,2012-06-14,0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,3936,2001,2012
2005-12-22,2004-10-13,2017-11-14,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4342,2005,2017
2003-03-24,2001-11-09,2015-10-05,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4571,2003,2015
2006-02-17,2004-08-02,2015-11-03,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,3541,2006,2015
2003-05-08,2001-03-05,2016-09-13,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4870,2003,2016
2006-01-26,2005-07-29,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4664,2006,INEXISTENTE
2006-02-22,2004-01-20,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4638,2006,INEXISTENTE
2016-01-11,1993-02-26,INEXISTENTE,1,COMUNICAÇÃO E INFORMÁTICA,SP,1029,2016,INEXISTENTE
2008-07-31,2007-12-29,2014-12-17,0,Emp. Adm. Part. - Telecomunicações,SP,2326,2008,2014
1986-08-15,INEXISTENTE,2005-08-09,0,EXTRAÇÃO MINERAL,SP,6929,1986,2005
2008-03-27,1999-10-18,2011-07-20,0,Emp. Adm. Part.-Bolsas de Valores/Mercadorias e Futuros,SP,1208,2008,2011
1983-03-28,INEXISTENTE,1999-03-25,0,"Máquinas, Equipamentos, Veículos e Peças",SP,5837,1983,1999
1977-07-20,INEXISTENTE,1991-10-04,0,,RJ,5184,1977,1991
2015-11-19,2009-01-14,2016-06-14,0,ALIMENTOS,SP,210,2015,2016
2001-01-31,1997-08-08,2004-01-19,0,TELECOMUNICAÇÕES,SP,1083,2001,2004
2013-04-17,2009-09-02,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,2028,2013,INEXISTENTE
2005-04-14,2004-10-25,2015-06-24,0,SECURITIZAÇÃO DE RECEBÍVEIS,RJ,3720,2005,2015
1991-09-24,INEXISTENTE,1999-04-28,0,ARRENDAMENTO MERCANTIL,RJ,2774,1991,1999
2016-02-19,2015-02-02,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,991,2016,INEXISTENTE
2016-02-19,2015-02-02,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,991,2016,INEXISTENTE
1977-07-20,INEXISTENTE,1991-04-05,0,ALIMENTOS,ES,5005,1977,1991
2005-10-05,INEXISTENTE,2011-04-29,0,TEXTIL E VESTUÁRIO,SC,2034,2005,2011
1969-02-27,1945-07-19,2018-05-30,0,TEXTIL E VESTUÁRIO,SC,17978,1969,2018
1998-02-02,1997-08-20,2000-12-20,0,SERVICOS DIVERSOS,RJ,1048,1998,2000
1977-07-20,1972-01-01,2002-10-08,0,ALIMENTOS,SC,9203,1977,2002
1977-07-20,1905-09-30,2004-10-07,0,ALIMENTOS,SP,9932,1977,2004
1968-10-07,1947-01-01,2002-10-08,0,Petroquímicos e Borracha,SP,12411,1968,2002
1943-12-01,INEXISTENTE,1990-03-29,0,Petroquímicos e Borracha,SC,16913,1943,1990
2006-06-23,2005-11-30,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,4517,2006,INEXISTENTE
2003-12-17,2001-09-25,2006-08-15,0,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",RJ,973,2003,2006
1996-03-11,INEXISTENTE,2001-02-20,0,SERVICOS DIVERSOS,SP,1804,1996,2001
1998-01-29,1997-10-09,2006-10-11,0,Emp. Adm. Part. - Hospedagem e Turismo,SP,3172,1998,2006
2001-10-29,2000-07-31,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,6216,2001,INEXISTENTE
2011-12-19,2002-10-09,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,2516,2011,INEXISTENTE
1969-08-22,INEXISTENTE,2016-07-08,0,TEXTIL E VESTUÁRIO,MG,17111,1969,2016
2001-10-29,2000-07-31,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,6216,2001,INEXISTENTE
1989-10-04,1987-12-01,2006-07-18,0,Emp. Adm. Part. - Metalurgia e Siderurgia,RJ,6129,1989,2006
1975-07-24,INEXISTENTE,1994-07-20,0,EMP. ADM. PARTICIPAÇÕES,SC,6931,1975,1994
1977-07-20,1967-08-08,2014-12-18,0,ALIMENTOS,RJ,13653,1977,2014
2001-10-29,2000-07-31,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,6216,2001,INEXISTENTE
2001-10-29,2000-07-31,2005-01-27,0,EMP. ADM. PARTICIPAÇÕES,SP,1188,2001,2005
1996-09-04,1995-12-28,INEXISTENTE,1,INTERMEDIAÇÃO FINANCEIRA,RS,8096,1996,INEXISTENTE
1996-08-19,1967-05-22,2011-04-11,0,SEGURADORAS E CORRETORAS,DF,5347,1996,2011
2015-12-17,2015-05-21,INEXISTENTE,1,Emp. Adm. Part. - Seguradoras e Corretoras,DF,1058,2015,INEXISTENTE
1973-10-11,INEXISTENTE,2006-03-21,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",CE,11845,1973,2006
1977-07-20,INEXISTENTE,2004-01-06,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PI,9661,1977,2004
2001-07-19,1958-12-02,2008-10-14,0,TEXTIL E VESTUÁRIO,RS,2640,2001,2008
1975-05-22,INEXISTENTE,1985-05-21,0,TEXTIL E VESTUÁRIO,,3649,1975,1985
1999-06-21,1998-11-20,2003-10-09,0,EMP. ADM. PARTICIPAÇÕES,SP,1568,1999,2003
2007-01-29,1996-01-01,2012-10-19,0,"Construção Civil, Mat. Constr. e Decoração",SP,2085,2007,2012
1985-01-05,1945-11-05,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SP,12350,1985,INEXISTENTE
2017-09-26,1990-11-09,INEXISTENTE,1,ALIMENTOS,SP,409,2017,INEXISTENTE
1977-11-24,INEXISTENTE,2006-03-21,0,TEXTIL E VESTUÁRIO,PB,10342,1977,2006
1977-07-20,INEXISTENTE,2005-03-22,0,"Máquinas, Equipamentos, Veículos e Peças",GO,10102,1977,2005
2014-03-07,2011-12-12,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,PR,1703,2014,INEXISTENTE
1998-07-09,1998-06-01,INEXISTENTE,1,Emp. Adm. Part. - Telecomunicações,SP,7421,1998,INEXISTENTE
2008-01-15,2006-12-18,2009-03-30,0,Emp. Adm. Part. - Sem Setor Principal,RJ,440,2008,2009
1990-12-12,1769-09-01,2009-11-13,0,METALURGIA E SIDERURGIA,BA,6906,1990,2009
1982-07-16,INEXISTENTE,1986-03-26,0,ALIMENTOS,PR,1350,1982,1986
1993-07-27,1966-11-14,INEXISTENTE,1,EXTRAÇÃO MINERAL,CE,9228,1993,INEXISTENTE
1977-07-20,1966-09-26,2010-01-04,0,Emp. Adm. Part. - Sem Setor Principal,MG,11849,1977,2010
1979-03-29,INEXISTENTE,2003-08-20,0,Petroquímicos e Borracha,SP,8901,1979,2003
1977-07-20,1978-02-20,2010-05-07,0,ALIMENTOS,CE,11972,1977,2010
1977-07-20,INEXISTENTE,2005-08-09,0,COMÉRCIO (ATACADO E VAREJO),SP,10239,1977,2005
1969-09-09,INEXISTENTE,1987-06-05,0,,RS,6476,1969,1987
1977-07-20,INEXISTENTE,1998-12-30,0,COMÉRCIO (ATACADO E VAREJO),RJ,7825,1977,1998
1977-07-20,INEXISTENTE,2005-03-22,0,COMÉRCIO (ATACADO E VAREJO),RS,10102,1977,2005
1977-07-20,INEXISTENTE,2005-12-20,0,COMÉRCIO (ATACADO E VAREJO),RJ,10370,1977,2005
1997-10-21,1997-07-04,1999-12-13,0,EMP. ADM. PARTICIPAÇÕES,RJ,782,1997,1999
1981-12-23,INEXISTENTE,1988-09-28,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",CE,2470,1981,1988
1977-07-20,INEXISTENTE,1997-02-17,0,ALIMENTOS,CE,7147,1977,1997
1998-08-24,1998-04-29,2010-11-16,0,Emp. Adm. Part. - Sem Setor Principal,RJ,4462,1998,2010
1977-07-20,INEXISTENTE,2005-08-09,0,"Construção Civil, Mat. Constr. e Decoração",RJ,10239,1977,2005
1983-07-22,INEXISTENTE,1985-03-04,0,"Construção Civil, Mat. Constr. e Decoração",SP,592,1983,1985
1977-10-20,INEXISTENTE,1987-12-04,0,"Máquinas, Equipamentos, Veículos e Peças",BA,3694,1977,1987
1971-07-07,INEXISTENTE,1999-05-13,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,10166,1971,1999
1976-11-29,INEXISTENTE,1994-08-15,0,"Máquinas, Equipamentos, Veículos e Peças",BA,6466,1976,1994
1995-11-16,1992-11-30,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,8389,1995,INEXISTENTE
1979-02-02,INEXISTENTE,2005-12-20,0,Petroquímicos e Borracha,CE,9808,1979,2005
1981-03-19,INEXISTENTE,1986-03-12,0,"Máquinas, Equipamentos, Veículos e Peças",SP,1818,1981,1986
2000-12-19,1998-09-23,INEXISTENTE,1,Emp. Adm. Part. - Serviços Transporte e Logística,SP,6531,2000,INEXISTENTE
2006-07-19,2006-04-10,INEXISTENTE,1,Emp. Adm. Part. - Extração Mineral,RJ,4491,2006,INEXISTENTE
1981-12-29,INEXISTENTE,1996-03-27,0,Serviços Transporte e Logística,SP,5203,1981,1996
1962-09-26,INEXISTENTE,2006-03-21,0,EXTRAÇÃO MINERAL,CE,15875,1962,2006
1996-06-21,1986-09-11,2012-03-13,0,"Construção Civil, Mat. Constr. e Decoração",SC,5742,1996,2012
1994-01-07,INEXISTENTE,1995-01-11,0,"Construção Civil, Mat. Constr. e Decoração",MG,369,1994,1995
1997-12-01,1997-09-10,INEXISTENTE,1,Emp. Adm. Part. - Educação,RJ,7644,1997,INEXISTENTE
1971-08-17,1955-08-19,2008-04-29,0,ENERGIA ELÉTRICA,GO,13397,1971,2008
1982-01-22,INEXISTENTE,1999-06-29,0,EXTRAÇÃO MINERAL,SP,6362,1982,1999
1972-04-05,1958-06-25,2011-01-04,0,"Máquinas, Equipamentos, Veículos e Peças",SP,14144,1972,2011
1999-05-04,1999-01-29,2006-02-22,0,Emp. Adm. Part. - Telecomunicações,RS,2483,1999,2006
1977-07-20,1941-06-06,INEXISTENTE,1,PAPEL E CELULOSE,RS,15075,1977,INEXISTENTE
1986-09-16,INEXISTENTE,2010-01-04,0,"Máquinas, Equipamentos, Veículos e Peças",CE,8508,1986,2010
1991-06-28,1991-03-01,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,9987,1991,INEXISTENTE
2006-09-25,2004-09-08,INEXISTENTE,1,ENERGIA ELÉTRICA,MG,4425,2006,INEXISTENTE
2006-10-10,2004-09-08,INEXISTENTE,1,ENERGIA ELÉTRICA,MG,4410,2006,INEXISTENTE
2000-07-31,1999-01-13,2018-03-31,0,TELECOMUNICAÇÕES,MG,6450,2000,2018
2006-07-19,2006-04-10,2013-11-11,0,Emp. Adm. Part. - Extração Mineral,RJ,2667,2006,2013
2007-12-11,2007-05-07,2014-03-24,0,Emp. Adm. Part. - Serviços Transporte e Logística,RJ,2298,2007,2014
1971-01-28,1961-04-25,INEXISTENTE,1,ENERGIA ELÉTRICA,DF,17437,1971,INEXISTENTE
1997-07-11,INEXISTENTE,2001-09-17,0,ENERGIA ELÉTRICA,GO,1526,1997,2001
1973-03-26,1956-01-30,INEXISTENTE,1,ENERGIA ELÉTRICA,SC,16649,1973,INEXISTENTE
1999-06-14,1960-08-31,INEXISTENTE,1,ENERGIA ELÉTRICA,PA,7081,1999,INEXISTENTE
2016-10-26,1992-08-05,INEXISTENTE,1,SERVIÇOS MÉDICOS,SP,744,2016,INEXISTENTE
1996-01-08,1972-10-19,2010-01-04,0,SERVIÇOS MÉDICOS,PE,5106,1996,2010
1997-11-20,INEXISTENTE,2002-12-16,0,"Construção Civil, Mat. Constr. e Decoração",PR,1851,1997,2002
2009-11-27,1998-05-27,INEXISTENTE,1,Serviços Transporte e Logística,SP,3268,2009,INEXISTENTE
1970-09-24,INEXISTENTE,1987-07-06,0,"Máquinas, Equipamentos, Veículos e Peças",SP,6127,1970,1987
1973-04-03,1961-03-17,2016-11-30,0,"Construção Civil, Mat. Constr. e Decoração",SP,15932,1973,2016
1973-05-23,INEXISTENTE,1995-10-06,0,EXTRAÇÃO MINERAL,SP,8163,1973,1995
1973-12-07,INEXISTENTE,1987-12-10,0,EXTRAÇÃO MINERAL,SE,5113,1973,1987
1971-12-27,INEXISTENTE,1987-10-16,0,EXTRAÇÃO MINERAL,PE,5769,1971,1987
1974-10-29,INEXISTENTE,1988-09-12,0,EXTRAÇÃO MINERAL,SP,5063,1974,1988
1971-09-27,1966-12-06,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,17198,1971,INEXISTENTE
1977-07-20,1956-12-10,2002-11-22,0,"Construção Civil, Mat. Constr. e Decoração",SP,9247,1977,2002
1995-12-21,INEXISTENTE,2000-10-24,0,TELECOMUNICAÇÕES,SP,1768,1995,2000
2009-10-26,2008-01-29,2017-07-03,0,INTERMEDIAÇÃO FINANCEIRA,RJ,2807,2009,2017
